run_id,IPR_MIN_LONG,IPR_ASK_SKEW_VOL,IPR_BID_SKEW_VOL1,IPR_BID_SKEW_VOL2,total_pnl,duration_s
1,40,30,10,40,0.0,0.63
2,40,30,10,50,0.0,0.46
3,40,30,10,60,0.0,0.47
4,40,30,20,40,0.0,0.46
5,40,30,20,50,0.0,0.46
6,40,30,20,60,0.0,0.46
7,40,30,30,40,0.0,0.46
8,40,30,30,50,0.0,0.45
