run_id,ACO_UNWIND_THRESHOLD,ACO_TAKE_PROFIT,ACO_PRICE_OFFSET,ACO_PRC_SKEW1,ACO_PRC_SKEW2,ACO_SKEW_LEVEL1,ACO_SKEW_LEVEL2,ACO_MA_WINDOW,total_pnl,pnl_ASH_COATED_OSMIUM,pnl_INTARIAN_PEPPER_ROOT,duration_s
336,10,30,1,1,3,50,75,10,301927.0,53655.0,248272.0,11.12
337,10,30,1,2,2,40,65,5,301417.5,53145.5,248272.0,10.97
338,10,30,1,2,2,40,65,10,301372.0,53100.0,248272.0,11.06
339,10,30,1,2,2,40,75,5,301417.5,53145.5,248272.0,10.86
340,10,30,1,2,2,40,75,10,301372.0,53100.0,248272.0,11.09
341,10,30,1,2,2,50,65,5,301799.5,53527.5,248272.0,10.96
342,10,30,1,2,2,50,65,10,301816.0,53544.0,248272.0,10.97
343,10,30,1,2,2,50,75,5,301799.5,53527.5,248272.0,11.0
344,10,30,1,2,2,50,75,10,301816.0,53544.0,248272.0,11.04
345,10,30,1,2,3,40,65,5,301417.5,53145.5,248272.0,10.9
346,10,30,1,2,3,40,65,10,301372.0,53100.0,248272.0,10.99
347,10,30,1,2,3,40,75,5,301417.5,53145.5,248272.0,10.94
348,10,30,1,2,3,40,75,10,301372.0,53100.0,248272.0,11.0
349,10,30,1,2,3,50,65,5,301799.5,53527.5,248272.0,10.9
350,10,30,1,2,3,50,65,10,301816.0,53544.0,248272.0,11.0
351,10,30,1,2,3,50,75,5,301799.5,53527.5,248272.0,11.02
352,10,30,1,2,3,50,75,10,301816.0,53544.0,248272.0,11.1
353,10,30,2,1,2,40,65,5,295563.5,47291.5,248272.0,10.93
354,10,30,2,1,2,40,65,10,295554.0,47282.0,248272.0,11.03
355,10,30,2,1,2,40,75,5,295563.5,47291.5,248272.0,11.04
356,10,30,2,1,2,40,75,10,295554.0,47282.0,248272.0,10.99
357,10,30,2,1,2,50,65,5,295754.5,47482.5,248272.0,10.99
358,10,30,2,1,2,50,65,10,295776.0,47504.0,248272.0,11.02
359,10,30,2,1,2,50,75,5,295754.5,47482.5,248272.0,10.93
360,10,30,2,1,2,50,75,10,295776.0,47504.0,248272.0,11.13
361,10,30,2,1,3,40,65,5,295563.5,47291.5,248272.0,10.97
362,10,30,2,1,3,40,65,10,295554.0,47282.0,248272.0,11.04
363,10,30,2,1,3,40,75,5,295563.5,47291.5,248272.0,10.97
364,10,30,2,1,3,40,75,10,295554.0,47282.0,248272.0,11.01
365,10,30,2,1,3,50,65,5,295754.5,47482.5,248272.0,11.0
366,10,30,2,1,3,50,65,10,295776.0,47504.0,248272.0,11.15
367,10,30,2,1,3,50,75,5,295754.5,47482.5,248272.0,10.94
368,10,30,2,1,3,50,75,10,295776.0,47504.0,248272.0,11.01
369,10,30,2,2,2,40,65,5,295252.5,46980.5,248272.0,10.91
370,10,30,2,2,2,40,65,10,295221.0,46949.0,248272.0,10.99
371,10,30,2,2,2,40,75,5,295252.5,46980.5,248272.0,10.91
372,10,30,2,2,2,40,75,10,295221.0,46949.0,248272.0,10.86
373,10,30,2,2,2,50,65,5,295634.5,47362.5,248272.0,10.96
374,10,30,2,2,2,50,65,10,295665.0,47393.0,248272.0,11.08
375,10,30,2,2,2,50,75,5,295634.5,47362.5,248272.0,10.85
376,10,30,2,2,2,50,75,10,295665.0,47393.0,248272.0,10.92
377,10,30,2,2,3,40,65,5,295252.5,46980.5,248272.0,10.88
378,10,30,2,2,3,40,65,10,295221.0,46949.0,248272.0,10.94
379,10,30,2,2,3,40,75,5,295252.5,46980.5,248272.0,10.84
380,10,30,2,2,3,40,75,10,295221.0,46949.0,248272.0,10.98
381,10,30,2,2,3,50,65,5,295634.5,47362.5,248272.0,10.91
382,10,30,2,2,3,50,65,10,295665.0,47393.0,248272.0,11.11
383,10,30,2,2,3,50,75,5,295634.5,47362.5,248272.0,10.9
384,10,30,2,2,3,50,75,10,295665.0,47393.0,248272.0,10.92
385,15,10,1,1,2,40,65,5,300968.0,52696.0,248272.0,10.89
386,15,10,1,1,2,40,65,10,301197.0,52925.0,248272.0,10.89
387,15,10,1,1,2,40,75,5,300968.0,52696.0,248272.0,10.77
388,15,10,1,1,2,40,75,10,301197.0,52925.0,248272.0,11.02
389,15,10,1,1,2,50,65,5,301051.0,52779.0,248272.0,10.9
390,15,10,1,1,2,50,65,10,301289.0,53017.0,248272.0,11.08
391,15,10,1,1,2,50,75,5,301051.0,52779.0,248272.0,10.91
392,15,10,1,1,2,50,75,10,301289.0,53017.0,248272.0,11.09
393,15,10,1,1,3,40,65,5,300968.0,52696.0,248272.0,10.88
394,15,10,1,1,3,40,65,10,301197.0,52925.0,248272.0,11.02
395,15,10,1,1,3,40,75,5,300968.0,52696.0,248272.0,10.91
396,15,10,1,1,3,40,75,10,301197.0,52925.0,248272.0,11.07
397,15,10,1,1,3,50,65,5,301051.0,52779.0,248272.0,10.95
398,15,10,1,1,3,50,65,10,301289.0,53017.0,248272.0,11.04
399,15,10,1,1,3,50,75,5,301051.0,52779.0,248272.0,10.9
400,15,10,1,1,3,50,75,10,301289.0,53017.0,248272.0,11.1
401,15,10,1,2,2,40,65,5,300869.0,52597.0,248272.0,10.91
402,15,10,1,2,2,40,65,10,301095.0,52823.0,248272.0,11.04
403,15,10,1,2,2,40,75,5,300869.0,52597.0,248272.0,10.88
404,15,10,1,2,2,40,75,10,301095.0,52823.0,248272.0,11.04
405,15,10,1,2,2,50,65,5,301035.0,52763.0,248272.0,10.87
406,15,10,1,2,2,50,65,10,301279.0,53007.0,248272.0,10.96
407,15,10,1,2,2,50,75,5,301035.0,52763.0,248272.0,10.89
408,15,10,1,2,2,50,75,10,301279.0,53007.0,248272.0,11.1
409,15,10,1,2,3,40,65,5,300869.0,52597.0,248272.0,10.95
410,15,10,1,2,3,40,65,10,301095.0,52823.0,248272.0,11.0
411,15,10,1,2,3,40,75,5,300869.0,52597.0,248272.0,10.99
412,15,10,1,2,3,40,75,10,301095.0,52823.0,248272.0,11.05
413,15,10,1,2,3,50,65,5,301035.0,52763.0,248272.0,10.9
414,15,10,1,2,3,50,65,10,301279.0,53007.0,248272.0,11.02
415,15,10,1,2,3,50,75,5,301035.0,52763.0,248272.0,10.9
416,15,10,1,2,3,50,75,10,301279.0,53007.0,248272.0,11.11
417,15,10,2,1,2,40,65,5,294761.0,46489.0,248272.0,10.93
418,15,10,2,1,2,40,65,10,294997.0,46725.0,248272.0,11.01
419,15,10,2,1,2,40,75,5,294761.0,46489.0,248272.0,10.89
420,15,10,2,1,2,40,75,10,294997.0,46725.0,248272.0,11.02
421,15,10,2,1,2,50,65,5,294844.0,46572.0,248272.0,10.91
422,15,10,2,1,2,50,65,10,295089.0,46817.0,248272.0,11.13
423,15,10,2,1,2,50,75,5,294844.0,46572.0,248272.0,10.93
424,15,10,2,1,2,50,75,10,295089.0,46817.0,248272.0,11.08
425,15,10,2,1,3,40,65,5,294761.0,46489.0,248272.0,11.06
426,15,10,2,1,3,40,65,10,294997.0,46725.0,248272.0,11.06
427,15,10,2,1,3,40,75,5,294761.0,46489.0,248272.0,10.96
428,15,10,2,1,3,40,75,10,294997.0,46725.0,248272.0,11.03
429,15,10,2,1,3,50,65,5,294844.0,46572.0,248272.0,10.99
430,15,10,2,1,3,50,65,10,295089.0,46817.0,248272.0,11.03
431,15,10,2,1,3,50,75,5,294844.0,46572.0,248272.0,10.9
432,15,10,2,1,3,50,75,10,295089.0,46817.0,248272.0,10.96
433,15,10,2,2,2,40,65,5,294662.0,46390.0,248272.0,10.96
434,15,10,2,2,2,40,65,10,294895.0,46623.0,248272.0,11.03
435,15,10,2,2,2,40,75,5,294662.0,46390.0,248272.0,10.92
436,15,10,2,2,2,40,75,10,294895.0,46623.0,248272.0,11.04
437,15,10,2,2,2,50,65,5,294828.0,46556.0,248272.0,10.95
438,15,10,2,2,2,50,65,10,295079.0,46807.0,248272.0,10.96
439,15,10,2,2,2,50,75,5,294828.0,46556.0,248272.0,10.97
440,15,10,2,2,2,50,75,10,295079.0,46807.0,248272.0,11.02
441,15,10,2,2,3,40,65,5,294662.0,46390.0,248272.0,11.01
442,15,10,2,2,3,40,65,10,294895.0,46623.0,248272.0,11.03
443,15,10,2,2,3,40,75,5,294662.0,46390.0,248272.0,10.92
444,15,10,2,2,3,40,75,10,294895.0,46623.0,248272.0,11.08
445,15,10,2,2,3,50,65,5,294828.0,46556.0,248272.0,10.89
446,15,10,2,2,3,50,65,10,295079.0,46807.0,248272.0,10.97
447,15,10,2,2,3,50,75,5,294828.0,46556.0,248272.0,10.87
448,15,10,2,2,3,50,75,10,295079.0,46807.0,248272.0,11.04
449,15,20,1,1,2,40,65,5,301562.5,53290.5,248272.0,11.01
450,15,20,1,1,2,40,65,10,301624.0,53352.0,248272.0,11.02
451,15,20,1,1,2,40,75,5,301562.5,53290.5,248272.0,10.92
452,15,20,1,1,2,40,75,10,301624.0,53352.0,248272.0,11.13
453,15,20,1,1,2,50,65,5,301728.5,53456.5,248272.0,10.94
454,15,20,1,1,2,50,65,10,301790.0,53518.0,248272.0,11.05
455,15,20,1,1,2,50,75,5,301728.5,53456.5,248272.0,10.96
456,15,20,1,1,2,50,75,10,301790.0,53518.0,248272.0,11.0
457,15,20,1,1,3,40,65,5,301562.5,53290.5,248272.0,10.93
458,15,20,1,1,3,40,65,10,301624.0,53352.0,248272.0,11.0
459,15,20,1,1,3,40,75,5,301562.5,53290.5,248272.0,11.0
460,15,20,1,1,3,40,75,10,301624.0,53352.0,248272.0,11.05
461,15,20,1,1,3,50,65,5,301728.5,53456.5,248272.0,11.01
462,15,20,1,1,3,50,65,10,301790.0,53518.0,248272.0,11.07
463,15,20,1,1,3,50,75,5,301728.5,53456.5,248272.0,10.84
464,15,20,1,1,3,50,75,10,301790.0,53518.0,248272.0,11.05
465,15,20,1,2,2,40,65,5,301336.5,53064.5,248272.0,10.9
466,15,20,1,2,2,40,65,10,301416.0,53144.0,248272.0,11.06
467,15,20,1,2,2,40,75,5,301336.5,53064.5,248272.0,10.81
468,15,20,1,2,2,40,75,10,301416.0,53144.0,248272.0,11.1
469,15,20,1,2,2,50,65,5,301668.5,53396.5,248272.0,10.92
470,15,20,1,2,2,50,65,10,301748.0,53476.0,248272.0,11.07
471,15,20,1,2,2,50,75,5,301668.5,53396.5,248272.0,10.93
472,15,20,1,2,2,50,75,10,301748.0,53476.0,248272.0,11.1
473,15,20,1,2,3,40,65,5,301336.5,53064.5,248272.0,10.92
474,15,20,1,2,3,40,65,10,301416.0,53144.0,248272.0,11.08
475,15,20,1,2,3,40,75,5,301336.5,53064.5,248272.0,10.99
476,15,20,1,2,3,40,75,10,301416.0,53144.0,248272.0,11.09
477,15,20,1,2,3,50,65,5,301668.5,53396.5,248272.0,10.93
478,15,20,1,2,3,50,65,10,301748.0,53476.0,248272.0,11.07
479,15,20,1,2,3,50,75,5,301668.5,53396.5,248272.0,10.85
480,15,20,1,2,3,50,75,10,301748.0,53476.0,248272.0,11.02
481,15,20,2,1,2,40,65,5,295370.5,47098.5,248272.0,11.02
482,15,20,2,1,2,40,65,10,295434.0,47162.0,248272.0,11.03
483,15,20,2,1,2,40,75,5,295370.5,47098.5,248272.0,10.92
484,15,20,2,1,2,40,75,10,295434.0,47162.0,248272.0,11.11
485,15,20,2,1,2,50,65,5,295536.5,47264.5,248272.0,10.89
486,15,20,2,1,2,50,65,10,295600.0,47328.0,248272.0,11.03
487,15,20,2,1,2,50,75,5,295536.5,47264.5,248272.0,11.0
488,15,20,2,1,2,50,75,10,295600.0,47328.0,248272.0,11.2
489,15,20,2,1,3,40,65,5,295370.5,47098.5,248272.0,10.95
490,15,20,2,1,3,40,65,10,295434.0,47162.0,248272.0,11.09
491,15,20,2,1,3,40,75,5,295370.5,47098.5,248272.0,10.92
492,15,20,2,1,3,40,75,10,295434.0,47162.0,248272.0,11.12
493,15,20,2,1,3,50,65,5,295536.5,47264.5,248272.0,10.86
494,15,20,2,1,3,50,65,10,295600.0,47328.0,248272.0,11.0
495,15,20,2,1,3,50,75,5,295536.5,47264.5,248272.0,10.96
496,15,20,2,1,3,50,75,10,295600.0,47328.0,248272.0,11.13
497,15,20,2,2,2,40,65,5,295144.5,46872.5,248272.0,10.9
498,15,20,2,2,2,40,65,10,295226.0,46954.0,248272.0,11.13
499,15,20,2,2,2,40,75,5,295144.5,46872.5,248272.0,10.93
500,15,20,2,2,2,40,75,10,295226.0,46954.0,248272.0,11.06
501,15,20,2,2,2,50,65,5,295476.5,47204.5,248272.0,10.93
502,15,20,2,2,2,50,65,10,295558.0,47286.0,248272.0,11.06
503,15,20,2,2,2,50,75,5,295476.5,47204.5,248272.0,11.03
504,15,20,2,2,2,50,75,10,295558.0,47286.0,248272.0,10.99
505,15,20,2,2,3,40,65,5,295144.5,46872.5,248272.0,10.9
506,15,20,2,2,3,40,65,10,295226.0,46954.0,248272.0,10.98
507,15,20,2,2,3,40,75,5,295144.5,46872.5,248272.0,10.98
508,15,20,2,2,3,40,75,10,295226.0,46954.0,248272.0,975.55
509,15,20,2,2,3,50,65,5,295476.5,47204.5,248272.0,1639.4
510,15,20,2,2,3,50,65,10,295558.0,47286.0,248272.0,1993.88
511,15,20,2,2,3,50,75,5,295476.5,47204.5,248272.0,1665.45
512,15,20,2,2,3,50,75,10,295558.0,47286.0,248272.0,1903.7
513,15,30,1,1,2,40,65,5,301728.5,53456.5,248272.0,109.26
514,15,30,1,1,2,40,65,10,301788.0,53516.0,248272.0,112.57
515,15,30,1,1,2,40,75,5,301728.5,53456.5,248272.0,246.65
516,15,30,1,1,2,40,75,10,301788.0,53516.0,248272.0,158.89
517,15,30,1,1,2,50,65,5,301919.5,53647.5,248272.0,981.95
518,15,30,1,1,2,50,65,10,302011.0,53739.0,248272.0,2060.2
519,15,30,1,1,2,50,75,5,301919.5,53647.5,248272.0,203.08
520,15,30,1,1,2,50,75,10,302011.0,53739.0,248272.0,11.1
521,15,30,1,1,3,40,65,5,301728.5,53456.5,248272.0,1860.93
522,15,30,1,1,3,40,65,10,301788.0,53516.0,248272.0,11.72
523,15,30,1,1,3,40,75,5,301728.5,53456.5,248272.0,10.91
524,15,30,1,1,3,40,75,10,301788.0,53516.0,248272.0,11.17
525,15,30,1,1,3,50,65,5,301919.5,53647.5,248272.0,11.02
526,15,30,1,1,3,50,65,10,302011.0,53739.0,248272.0,11.09
527,15,30,1,1,3,50,75,5,301919.5,53647.5,248272.0,748.93
528,15,30,1,1,3,50,75,10,302011.0,53739.0,248272.0,178.06
529,15,30,1,2,2,40,65,5,301417.5,53145.5,248272.0,573.01
530,15,30,1,2,2,40,65,10,301462.0,53190.0,248272.0,11.25
531,15,30,1,2,2,40,75,5,301417.5,53145.5,248272.0,11.26
532,15,30,1,2,2,40,75,10,301462.0,53190.0,248272.0,11.78
533,15,30,1,2,2,50,65,5,301799.5,53527.5,248272.0,11.13
534,15,30,1,2,2,50,65,10,301908.0,53636.0,248272.0,10.9
535,15,30,1,2,2,50,75,5,301799.5,53527.5,248272.0,11.12
536,15,30,1,2,2,50,75,10,301908.0,53636.0,248272.0,1248.64
537,15,30,1,2,3,40,65,5,301417.5,53145.5,248272.0,30.18
538,15,30,1,2,3,40,65,10,301462.0,53190.0,248272.0,11.58
539,15,30,1,2,3,40,75,5,301417.5,53145.5,248272.0,11.21
540,15,30,1,2,3,40,75,10,301462.0,53190.0,248272.0,12.55
541,15,30,1,2,3,50,65,5,301799.5,53527.5,248272.0,10.93
542,15,30,1,2,3,50,65,10,301908.0,53636.0,248272.0,10.99
543,15,30,1,2,3,50,75,5,301799.5,53527.5,248272.0,11.21
544,15,30,1,2,3,50,75,10,301908.0,53636.0,248272.0,11.11
545,15,30,2,1,2,40,65,5,295563.5,47291.5,248272.0,11.0
546,15,30,2,1,2,40,65,10,295634.0,47362.0,248272.0,11.14
547,15,30,2,1,2,40,75,5,295563.5,47291.5,248272.0,11.35
548,15,30,2,1,2,40,75,10,295634.0,47362.0,248272.0,11.3
549,15,30,2,1,2,50,65,5,295754.5,47482.5,248272.0,11.3
550,15,30,2,1,2,50,65,10,295857.0,47585.0,248272.0,12.31
551,15,30,2,1,2,50,75,5,295754.5,47482.5,248272.0,11.77
552,15,30,2,1,2,50,75,10,295857.0,47585.0,248272.0,11.26
553,15,30,2,1,3,40,65,5,295563.5,47291.5,248272.0,11.09
554,15,30,2,1,3,40,65,10,295634.0,47362.0,248272.0,11.03
555,15,30,2,1,3,40,75,5,295563.5,47291.5,248272.0,10.88
556,15,30,2,1,3,40,75,10,295634.0,47362.0,248272.0,11.05
557,15,30,2,1,3,50,65,5,295754.5,47482.5,248272.0,10.92
558,15,30,2,1,3,50,65,10,295857.0,47585.0,248272.0,11.08
559,15,30,2,1,3,50,75,5,295754.5,47482.5,248272.0,10.98
560,15,30,2,1,3,50,75,10,295857.0,47585.0,248272.0,11.14
561,15,30,2,2,2,40,65,5,295252.5,46980.5,248272.0,10.99
562,15,30,2,2,2,40,65,10,295308.0,47036.0,248272.0,11.43
563,15,30,2,2,2,40,75,5,295252.5,46980.5,248272.0,11.92
564,15,30,2,2,2,40,75,10,295308.0,47036.0,248272.0,13.21
565,15,30,2,2,2,50,65,5,295634.5,47362.5,248272.0,11.15
566,15,30,2,2,2,50,65,10,295754.0,47482.0,248272.0,11.18
567,15,30,2,2,2,50,75,5,295634.5,47362.5,248272.0,11.7
568,15,30,2,2,2,50,75,10,295754.0,47482.0,248272.0,11.29
569,15,30,2,2,3,40,65,5,295252.5,46980.5,248272.0,11.39
570,15,30,2,2,3,40,65,10,295308.0,47036.0,248272.0,11.21
571,15,30,2,2,3,40,75,5,295252.5,46980.5,248272.0,11.38
572,15,30,2,2,3,40,75,10,295308.0,47036.0,248272.0,11.08
573,15,30,2,2,3,50,65,5,295634.5,47362.5,248272.0,10.97
574,15,30,2,2,3,50,65,10,295754.0,47482.0,248272.0,11.07
575,15,30,2,2,3,50,75,5,295634.5,47362.5,248272.0,11.07
576,15,30,2,2,3,50,75,10,295754.0,47482.0,248272.0,11.23
