run_id,UNWIND_THRESHOLD_LONG,UNWIND_THRESHOLD_SHORT,TAKE_PROFIT_LONG,TAKE_PROFIT_SHORT,ASK_SKEW1,ASK_SKEW_LEVEL1,ASK_SKEW_LEVEL2,BID_SKEW_LEVEL1,BID_SKEW_LEVEL2,ASK_SKEW2,BID_SKEW1,BID_SKEW2,PRICE_OFFSET_ASK,PRICE_OFFSET_BID,total_pnl,duration_s
1,10,10,20,-20,-1,80,80,-80,-80,-2,1,2,1,1,0.0,0.03
