run_id,UNWIND_THRESHOLD_LONG,UNWIND_THRESHOLD_SHORT,TAKE_PROFIT_LONG,TAKE_PROFIT_SHORT,ASK_SKEW1,ASK_SKEW2,BID_SKEW1,BID_SKEW2,PRICE_OFFSET_ASK,PRICE_OFFSET_BID,total_pnl,pnl_EMERALDS,pnl_TOMATOES,duration_s
296,10,-20,10,-10,-2,-2,1,3,2,2,27771.5,14490.0,13281.5,1.8
297,10,-20,10,-10,-2,-2,2,2,1,1,30485.5,14490.0,15995.5,1.87
298,10,-20,10,-10,-2,-2,2,2,1,2,29083.5,14490.0,14593.5,1.81
299,10,-20,10,-10,-2,-2,2,2,2,1,29173.5,14490.0,14683.5,1.8
300,10,-20,10,-10,-2,-2,2,2,2,2,27771.5,14490.0,13281.5,1.8
301,10,-20,10,-10,-2,-2,2,3,1,1,30485.5,14490.0,15995.5,1.92
302,10,-20,10,-10,-2,-2,2,3,1,2,29083.5,14490.0,14593.5,1.78
303,10,-20,10,-10,-2,-2,2,3,2,1,29173.5,14490.0,14683.5,1.81
304,10,-20,10,-10,-2,-2,2,3,2,2,27771.5,14490.0,13281.5,1.75
305,10,-20,10,-10,-2,-3,1,2,1,1,30485.5,14490.0,15995.5,1.77
306,10,-20,10,-10,-2,-3,1,2,1,2,29083.5,14490.0,14593.5,1.83
307,10,-20,10,-10,-2,-3,1,2,2,1,29173.5,14490.0,14683.5,1.9
308,10,-20,10,-10,-2,-3,1,2,2,2,27771.5,14490.0,13281.5,1.8
309,10,-20,10,-10,-2,-3,1,3,1,1,30485.5,14490.0,15995.5,2.02
310,10,-20,10,-10,-2,-3,1,3,1,2,29083.5,14490.0,14593.5,1.79
311,10,-20,10,-10,-2,-3,1,3,2,1,29173.5,14490.0,14683.5,1.74
312,10,-20,10,-10,-2,-3,1,3,2,2,27771.5,14490.0,13281.5,1.79
313,10,-20,10,-10,-2,-3,2,2,1,1,30485.5,14490.0,15995.5,1.78
314,10,-20,10,-10,-2,-3,2,2,1,2,29083.5,14490.0,14593.5,1.84
315,10,-20,10,-10,-2,-3,2,2,2,1,29173.5,14490.0,14683.5,2.0
316,10,-20,10,-10,-2,-3,2,2,2,2,27771.5,14490.0,13281.5,1.8
317,10,-20,10,-10,-2,-3,2,3,1,1,30485.5,14490.0,15995.5,1.84
318,10,-20,10,-10,-2,-3,2,3,1,2,29083.5,14490.0,14593.5,1.96
319,10,-20,10,-10,-2,-3,2,3,2,1,29173.5,14490.0,14683.5,1.97
320,10,-20,10,-10,-2,-3,2,3,2,2,27771.5,14490.0,13281.5,1.78
321,10,-20,10,-20,-1,-2,1,2,1,1,30468.5,14490.0,15978.5,1.77
322,10,-20,10,-20,-1,-2,1,2,1,2,29066.5,14490.0,14576.5,1.79
323,10,-20,10,-20,-1,-2,1,2,2,1,29161.5,14490.0,14671.5,1.76
324,10,-20,10,-20,-1,-2,1,2,2,2,27759.5,14490.0,13269.5,1.78
325,10,-20,10,-20,-1,-2,1,3,1,1,30468.5,14490.0,15978.5,1.79
326,10,-20,10,-20,-1,-2,1,3,1,2,29066.5,14490.0,14576.5,1.79
327,10,-20,10,-20,-1,-2,1,3,2,1,29161.5,14490.0,14671.5,1.79
328,10,-20,10,-20,-1,-2,1,3,2,2,27759.5,14490.0,13269.5,1.87
329,10,-20,10,-20,-1,-2,2,2,1,1,30468.5,14490.0,15978.5,1.8
330,10,-20,10,-20,-1,-2,2,2,1,2,29066.5,14490.0,14576.5,1.78
331,10,-20,10,-20,-1,-2,2,2,2,1,29161.5,14490.0,14671.5,1.78
332,10,-20,10,-20,-1,-2,2,2,2,2,27759.5,14490.0,13269.5,1.79
333,10,-20,10,-20,-1,-2,2,3,1,1,30468.5,14490.0,15978.5,1.75
334,10,-20,10,-20,-1,-2,2,3,1,2,29066.5,14490.0,14576.5,1.74
335,10,-20,10,-20,-1,-2,2,3,2,1,29161.5,14490.0,14671.5,1.76
336,10,-20,10,-20,-1,-2,2,3,2,2,27759.5,14490.0,13269.5,1.76
337,10,-20,10,-20,-1,-3,1,2,1,1,30468.5,14490.0,15978.5,1.76
338,10,-20,10,-20,-1,-3,1,2,1,2,29066.5,14490.0,14576.5,1.77
339,10,-20,10,-20,-1,-3,1,2,2,1,29161.5,14490.0,14671.5,1.76
340,10,-20,10,-20,-1,-3,1,2,2,2,27759.5,14490.0,13269.5,1.79
341,10,-20,10,-20,-1,-3,1,3,1,1,30468.5,14490.0,15978.5,1.77
342,10,-20,10,-20,-1,-3,1,3,1,2,29066.5,14490.0,14576.5,1.78
343,10,-20,10,-20,-1,-3,1,3,2,1,29161.5,14490.0,14671.5,1.9
344,10,-20,10,-20,-1,-3,1,3,2,2,27759.5,14490.0,13269.5,1.78
345,10,-20,10,-20,-1,-3,2,2,1,1,30468.5,14490.0,15978.5,1.76
346,10,-20,10,-20,-1,-3,2,2,1,2,29066.5,14490.0,14576.5,1.77
347,10,-20,10,-20,-1,-3,2,2,2,1,29161.5,14490.0,14671.5,1.74
348,10,-20,10,-20,-1,-3,2,2,2,2,27759.5,14490.0,13269.5,1.75
349,10,-20,10,-20,-1,-3,2,3,1,1,30468.5,14490.0,15978.5,1.78
350,10,-20,10,-20,-1,-3,2,3,1,2,29066.5,14490.0,14576.5,1.76
351,10,-20,10,-20,-1,-3,2,3,2,1,29161.5,14490.0,14671.5,1.77
352,10,-20,10,-20,-1,-3,2,3,2,2,27759.5,14490.0,13269.5,1.75
353,10,-20,10,-20,-2,-2,1,2,1,1,30468.5,14490.0,15978.5,1.75
354,10,-20,10,-20,-2,-2,1,2,1,2,29066.5,14490.0,14576.5,1.76
355,10,-20,10,-20,-2,-2,1,2,2,1,29161.5,14490.0,14671.5,1.76
356,10,-20,10,-20,-2,-2,1,2,2,2,27759.5,14490.0,13269.5,1.75
357,10,-20,10,-20,-2,-2,1,3,1,1,30468.5,14490.0,15978.5,1.74
358,10,-20,10,-20,-2,-2,1,3,1,2,29066.5,14490.0,14576.5,1.76
359,10,-20,10,-20,-2,-2,1,3,2,1,29161.5,14490.0,14671.5,1.91
360,10,-20,10,-20,-2,-2,1,3,2,2,27759.5,14490.0,13269.5,1.77
361,10,-20,10,-20,-2,-2,2,2,1,1,30468.5,14490.0,15978.5,1.74
362,10,-20,10,-20,-2,-2,2,2,1,2,29066.5,14490.0,14576.5,1.78
363,10,-20,10,-20,-2,-2,2,2,2,1,29161.5,14490.0,14671.5,1.8
364,10,-20,10,-20,-2,-2,2,2,2,2,27759.5,14490.0,13269.5,1.8
365,10,-20,10,-20,-2,-2,2,3,1,1,30468.5,14490.0,15978.5,2.11
366,10,-20,10,-20,-2,-2,2,3,1,2,29066.5,14490.0,14576.5,1.82
367,10,-20,10,-20,-2,-2,2,3,2,1,29161.5,14490.0,14671.5,1.93
368,10,-20,10,-20,-2,-2,2,3,2,2,27759.5,14490.0,13269.5,1.79
369,10,-20,10,-20,-2,-3,1,2,1,1,30468.5,14490.0,15978.5,1.98
370,10,-20,10,-20,-2,-3,1,2,1,2,29066.5,14490.0,14576.5,2.04
371,10,-20,10,-20,-2,-3,1,2,2,1,29161.5,14490.0,14671.5,1.89
372,10,-20,10,-20,-2,-3,1,2,2,2,27759.5,14490.0,13269.5,2.12
373,10,-20,10,-20,-2,-3,1,3,1,1,30468.5,14490.0,15978.5,1.95
374,10,-20,10,-20,-2,-3,1,3,1,2,29066.5,14490.0,14576.5,1.99
375,10,-20,10,-20,-2,-3,1,3,2,1,29161.5,14490.0,14671.5,1.77
376,10,-20,10,-20,-2,-3,1,3,2,2,27759.5,14490.0,13269.5,1.77
377,10,-20,10,-20,-2,-3,2,2,1,1,30468.5,14490.0,15978.5,1.76
378,10,-20,10,-20,-2,-3,2,2,1,2,29066.5,14490.0,14576.5,1.74
379,10,-20,10,-20,-2,-3,2,2,2,1,29161.5,14490.0,14671.5,1.78
380,10,-20,10,-20,-2,-3,2,2,2,2,27759.5,14490.0,13269.5,1.94
381,10,-20,10,-20,-2,-3,2,3,1,1,30468.5,14490.0,15978.5,1.91
382,10,-20,10,-20,-2,-3,2,3,1,2,29066.5,14490.0,14576.5,1.77
383,10,-20,10,-20,-2,-3,2,3,2,1,29161.5,14490.0,14671.5,1.93
384,10,-20,10,-20,-2,-3,2,3,2,2,27759.5,14490.0,13269.5,1.76
385,10,-20,20,-10,-1,-2,1,2,1,1,30471.0,14490.0,15981.0,1.78
386,10,-20,20,-10,-1,-2,1,2,1,2,29071.0,14490.0,14581.0,1.8
387,10,-20,20,-10,-1,-2,1,2,2,1,29164.0,14490.0,14674.0,1.77
388,10,-20,20,-10,-1,-2,1,2,2,2,27764.0,14490.0,13274.0,1.76
389,10,-20,20,-10,-1,-2,1,3,1,1,30471.0,14490.0,15981.0,1.79
390,10,-20,20,-10,-1,-2,1,3,1,2,29071.0,14490.0,14581.0,1.8
391,10,-20,20,-10,-1,-2,1,3,2,1,29164.0,14490.0,14674.0,1.84
392,10,-20,20,-10,-1,-2,1,3,2,2,27764.0,14490.0,13274.0,1.81
393,10,-20,20,-10,-1,-2,2,2,1,1,30471.0,14490.0,15981.0,1.75
394,10,-20,20,-10,-1,-2,2,2,1,2,29071.0,14490.0,14581.0,1.91
395,10,-20,20,-10,-1,-2,2,2,2,1,29164.0,14490.0,14674.0,1.78
396,10,-20,20,-10,-1,-2,2,2,2,2,27764.0,14490.0,13274.0,1.72
397,10,-20,20,-10,-1,-2,2,3,1,1,30471.0,14490.0,15981.0,1.77
398,10,-20,20,-10,-1,-2,2,3,1,2,29071.0,14490.0,14581.0,1.77
399,10,-20,20,-10,-1,-2,2,3,2,1,29164.0,14490.0,14674.0,1.75
400,10,-20,20,-10,-1,-2,2,3,2,2,27764.0,14490.0,13274.0,1.8
401,10,-20,20,-10,-1,-3,1,2,1,1,30471.0,14490.0,15981.0,1.8
402,10,-20,20,-10,-1,-3,1,2,1,2,29071.0,14490.0,14581.0,1.77
403,10,-20,20,-10,-1,-3,1,2,2,1,29164.0,14490.0,14674.0,1.77
404,10,-20,20,-10,-1,-3,1,2,2,2,27764.0,14490.0,13274.0,1.76
405,10,-20,20,-10,-1,-3,1,3,1,1,30471.0,14490.0,15981.0,1.76
406,10,-20,20,-10,-1,-3,1,3,1,2,29071.0,14490.0,14581.0,1.75
407,10,-20,20,-10,-1,-3,1,3,2,1,29164.0,14490.0,14674.0,1.92
408,10,-20,20,-10,-1,-3,1,3,2,2,27764.0,14490.0,13274.0,1.77
409,10,-20,20,-10,-1,-3,2,2,1,1,30471.0,14490.0,15981.0,1.8
410,10,-20,20,-10,-1,-3,2,2,1,2,29071.0,14490.0,14581.0,1.76
411,10,-20,20,-10,-1,-3,2,2,2,1,29164.0,14490.0,14674.0,1.76
412,10,-20,20,-10,-1,-3,2,2,2,2,27764.0,14490.0,13274.0,1.74
413,10,-20,20,-10,-1,-3,2,3,1,1,30471.0,14490.0,15981.0,1.76
414,10,-20,20,-10,-1,-3,2,3,1,2,29071.0,14490.0,14581.0,1.77
415,10,-20,20,-10,-1,-3,2,3,2,1,29164.0,14490.0,14674.0,1.78
416,10,-20,20,-10,-1,-3,2,3,2,2,27764.0,14490.0,13274.0,1.75
417,10,-20,20,-10,-2,-2,1,2,1,1,30471.0,14490.0,15981.0,1.78
418,10,-20,20,-10,-2,-2,1,2,1,2,29071.0,14490.0,14581.0,1.95
419,10,-20,20,-10,-2,-2,1,2,2,1,29164.0,14490.0,14674.0,1.86
420,10,-20,20,-10,-2,-2,1,2,2,2,27764.0,14490.0,13274.0,1.8
421,10,-20,20,-10,-2,-2,1,3,1,1,30471.0,14490.0,15981.0,1.79
422,10,-20,20,-10,-2,-2,1,3,1,2,29071.0,14490.0,14581.0,2.33
423,10,-20,20,-10,-2,-2,1,3,2,1,29164.0,14490.0,14674.0,2.16
424,10,-20,20,-10,-2,-2,1,3,2,2,27764.0,14490.0,13274.0,1.95
425,10,-20,20,-10,-2,-2,2,2,1,1,30471.0,14490.0,15981.0,1.92
426,10,-20,20,-10,-2,-2,2,2,1,2,29071.0,14490.0,14581.0,1.89
427,10,-20,20,-10,-2,-2,2,2,2,1,29164.0,14490.0,14674.0,2.06
428,10,-20,20,-10,-2,-2,2,2,2,2,27764.0,14490.0,13274.0,1.87
429,10,-20,20,-10,-2,-2,2,3,1,1,30471.0,14490.0,15981.0,1.81
430,10,-20,20,-10,-2,-2,2,3,1,2,29071.0,14490.0,14581.0,1.76
431,10,-20,20,-10,-2,-2,2,3,2,1,29164.0,14490.0,14674.0,1.84
432,10,-20,20,-10,-2,-2,2,3,2,2,27764.0,14490.0,13274.0,1.81
433,10,-20,20,-10,-2,-3,1,2,1,1,30471.0,14490.0,15981.0,1.84
434,10,-20,20,-10,-2,-3,1,2,1,2,29071.0,14490.0,14581.0,1.93
435,10,-20,20,-10,-2,-3,1,2,2,1,29164.0,14490.0,14674.0,1.86
436,10,-20,20,-10,-2,-3,1,2,2,2,27764.0,14490.0,13274.0,1.77
437,10,-20,20,-10,-2,-3,1,3,1,1,30471.0,14490.0,15981.0,1.79
438,10,-20,20,-10,-2,-3,1,3,1,2,29071.0,14490.0,14581.0,1.75
439,10,-20,20,-10,-2,-3,1,3,2,1,29164.0,14490.0,14674.0,1.77
440,10,-20,20,-10,-2,-3,1,3,2,2,27764.0,14490.0,13274.0,1.77
441,10,-20,20,-10,-2,-3,2,2,1,1,30471.0,14490.0,15981.0,1.76
442,10,-20,20,-10,-2,-3,2,2,1,2,29071.0,14490.0,14581.0,1.77
443,10,-20,20,-10,-2,-3,2,2,2,1,29164.0,14490.0,14674.0,1.76
444,10,-20,20,-10,-2,-3,2,2,2,2,27764.0,14490.0,13274.0,1.8
445,10,-20,20,-10,-2,-3,2,3,1,1,30471.0,14490.0,15981.0,1.77
446,10,-20,20,-10,-2,-3,2,3,1,2,29071.0,14490.0,14581.0,1.83
447,10,-20,20,-10,-2,-3,2,3,2,1,29164.0,14490.0,14674.0,1.78
448,10,-20,20,-10,-2,-3,2,3,2,2,27764.0,14490.0,13274.0,1.78
449,10,-20,20,-20,-1,-2,1,2,1,1,30240.5,14490.0,15750.5,1.78
450,10,-20,20,-20,-1,-2,1,2,1,2,28840.5,14490.0,14350.5,1.91
451,10,-20,20,-20,-1,-2,1,2,2,1,28933.5,14490.0,14443.5,1.79
452,10,-20,20,-20,-1,-2,1,2,2,2,27533.5,14490.0,13043.5,1.83
453,10,-20,20,-20,-1,-2,1,3,1,1,30240.5,14490.0,15750.5,1.81
454,10,-20,20,-20,-1,-2,1,3,1,2,28840.5,14490.0,14350.5,1.9
455,10,-20,20,-20,-1,-2,1,3,2,1,28933.5,14490.0,14443.5,1.79
456,10,-20,20,-20,-1,-2,1,3,2,2,27533.5,14490.0,13043.5,1.82
457,10,-20,20,-20,-1,-2,2,2,1,1,30240.5,14490.0,15750.5,1.77
458,10,-20,20,-20,-1,-2,2,2,1,2,28840.5,14490.0,14350.5,1.77
459,10,-20,20,-20,-1,-2,2,2,2,1,28933.5,14490.0,14443.5,1.75
460,10,-20,20,-20,-1,-2,2,2,2,2,27533.5,14490.0,13043.5,1.8
461,10,-20,20,-20,-1,-2,2,3,1,1,30240.5,14490.0,15750.5,1.81
462,10,-20,20,-20,-1,-2,2,3,1,2,28840.5,14490.0,14350.5,2.02
463,10,-20,20,-20,-1,-2,2,3,2,1,28933.5,14490.0,14443.5,1.76
464,10,-20,20,-20,-1,-2,2,3,2,2,27533.5,14490.0,13043.5,1.78
465,10,-20,20,-20,-1,-3,1,2,1,1,30240.5,14490.0,15750.5,1.76
466,10,-20,20,-20,-1,-3,1,2,1,2,28840.5,14490.0,14350.5,1.79
467,10,-20,20,-20,-1,-3,1,2,2,1,28933.5,14490.0,14443.5,1.74
468,10,-20,20,-20,-1,-3,1,2,2,2,27533.5,14490.0,13043.5,1.89
469,10,-20,20,-20,-1,-3,1,3,1,1,30240.5,14490.0,15750.5,1.8
470,10,-20,20,-20,-1,-3,1,3,1,2,28840.5,14490.0,14350.5,1.77
471,10,-20,20,-20,-1,-3,1,3,2,1,28933.5,14490.0,14443.5,1.79
472,10,-20,20,-20,-1,-3,1,3,2,2,27533.5,14490.0,13043.5,1.81
473,10,-20,20,-20,-1,-3,2,2,1,1,30240.5,14490.0,15750.5,1.79
474,10,-20,20,-20,-1,-3,2,2,1,2,28840.5,14490.0,14350.5,1.77
475,10,-20,20,-20,-1,-3,2,2,2,1,28933.5,14490.0,14443.5,1.75
476,10,-20,20,-20,-1,-3,2,2,2,2,27533.5,14490.0,13043.5,1.77
477,10,-20,20,-20,-1,-3,2,3,1,1,30240.5,14490.0,15750.5,1.81
478,10,-20,20,-20,-1,-3,2,3,1,2,28840.5,14490.0,14350.5,1.77
479,10,-20,20,-20,-1,-3,2,3,2,1,28933.5,14490.0,14443.5,1.76
480,10,-20,20,-20,-1,-3,2,3,2,2,27533.5,14490.0,13043.5,1.93
481,10,-20,20,-20,-2,-2,1,2,1,1,30240.5,14490.0,15750.5,1.85
482,10,-20,20,-20,-2,-2,1,2,1,2,28840.5,14490.0,14350.5,1.8
483,10,-20,20,-20,-2,-2,1,2,2,1,28933.5,14490.0,14443.5,1.77
484,10,-20,20,-20,-2,-2,1,2,2,2,27533.5,14490.0,13043.5,1.76
485,10,-20,20,-20,-2,-2,1,3,1,1,30240.5,14490.0,15750.5,1.76
486,10,-20,20,-20,-2,-2,1,3,1,2,28840.5,14490.0,14350.5,1.8
487,10,-20,20,-20,-2,-2,1,3,2,1,28933.5,14490.0,14443.5,1.82
488,10,-20,20,-20,-2,-2,1,3,2,2,27533.5,14490.0,13043.5,1.77
489,10,-20,20,-20,-2,-2,2,2,1,1,30240.5,14490.0,15750.5,1.83
490,10,-20,20,-20,-2,-2,2,2,1,2,28840.5,14490.0,14350.5,1.81
491,10,-20,20,-20,-2,-2,2,2,2,1,28933.5,14490.0,14443.5,1.77
492,10,-20,20,-20,-2,-2,2,2,2,2,27533.5,14490.0,13043.5,1.96
493,10,-20,20,-20,-2,-2,2,3,1,1,30240.5,14490.0,15750.5,1.81
494,10,-20,20,-20,-2,-2,2,3,1,2,28840.5,14490.0,14350.5,1.83
495,10,-20,20,-20,-2,-2,2,3,2,1,28933.5,14490.0,14443.5,1.79
496,10,-20,20,-20,-2,-2,2,3,2,2,27533.5,14490.0,13043.5,1.94
497,10,-20,20,-20,-2,-3,1,2,1,1,30240.5,14490.0,15750.5,1.8
498,10,-20,20,-20,-2,-3,1,2,1,2,28840.5,14490.0,14350.5,1.79
499,10,-20,20,-20,-2,-3,1,2,2,1,28933.5,14490.0,14443.5,1.81
500,10,-20,20,-20,-2,-3,1,2,2,2,27533.5,14490.0,13043.5,1.9
501,10,-20,20,-20,-2,-3,1,3,1,1,30240.5,14490.0,15750.5,2.06
502,10,-20,20,-20,-2,-3,1,3,1,2,28840.5,14490.0,14350.5,1.95
503,10,-20,20,-20,-2,-3,1,3,2,1,28933.5,14490.0,14443.5,2.02
504,10,-20,20,-20,-2,-3,1,3,2,2,27533.5,14490.0,13043.5,1.93
505,10,-20,20,-20,-2,-3,2,2,1,1,30240.5,14490.0,15750.5,2.05
506,10,-20,20,-20,-2,-3,2,2,1,2,28840.5,14490.0,14350.5,1.88
507,10,-20,20,-20,-2,-3,2,2,2,1,28933.5,14490.0,14443.5,1.84
508,10,-20,20,-20,-2,-3,2,2,2,2,27533.5,14490.0,13043.5,2.12
509,10,-20,20,-20,-2,-3,2,3,1,1,30240.5,14490.0,15750.5,1.86
510,10,-20,20,-20,-2,-3,2,3,1,2,28840.5,14490.0,14350.5,2.18
511,10,-20,20,-20,-2,-3,2,3,2,1,28933.5,14490.0,14443.5,2.02
512,10,-20,20,-20,-2,-3,2,3,2,2,27533.5,14490.0,13043.5,1.93
513,20,-10,10,-10,-1,-2,1,2,1,1,30227.5,14490.0,15737.5,1.96
514,20,-10,10,-10,-1,-2,1,2,1,2,28822.5,14490.0,14332.5,1.83
515,20,-10,10,-10,-1,-2,1,2,2,1,28918.5,14490.0,14428.5,1.78
516,20,-10,10,-10,-1,-2,1,2,2,2,27513.5,14490.0,13023.5,1.8
517,20,-10,10,-10,-1,-2,1,3,1,1,30227.5,14490.0,15737.5,2.04
518,20,-10,10,-10,-1,-2,1,3,1,2,28822.5,14490.0,14332.5,1.8
519,20,-10,10,-10,-1,-2,1,3,2,1,28918.5,14490.0,14428.5,1.89
520,20,-10,10,-10,-1,-2,1,3,2,2,27513.5,14490.0,13023.5,2.05
521,20,-10,10,-10,-1,-2,2,2,1,1,30227.5,14490.0,15737.5,1.86
522,20,-10,10,-10,-1,-2,2,2,1,2,28822.5,14490.0,14332.5,1.85
523,20,-10,10,-10,-1,-2,2,2,2,1,28918.5,14490.0,14428.5,1.87
524,20,-10,10,-10,-1,-2,2,2,2,2,27513.5,14490.0,13023.5,2.03
525,20,-10,10,-10,-1,-2,2,3,1,1,30227.5,14490.0,15737.5,1.87
526,20,-10,10,-10,-1,-2,2,3,1,2,28822.5,14490.0,14332.5,1.85
527,20,-10,10,-10,-1,-2,2,3,2,1,28918.5,14490.0,14428.5,1.78
528,20,-10,10,-10,-1,-2,2,3,2,2,27513.5,14490.0,13023.5,1.83
529,20,-10,10,-10,-1,-3,1,2,1,1,30227.5,14490.0,15737.5,2.09
530,20,-10,10,-10,-1,-3,1,2,1,2,28822.5,14490.0,14332.5,1.92
531,20,-10,10,-10,-1,-3,1,2,2,1,28918.5,14490.0,14428.5,2.18
532,20,-10,10,-10,-1,-3,1,2,2,2,27513.5,14490.0,13023.5,1.9
533,20,-10,10,-10,-1,-3,1,3,1,1,30227.5,14490.0,15737.5,1.83
534,20,-10,10,-10,-1,-3,1,3,1,2,28822.5,14490.0,14332.5,1.79
535,20,-10,10,-10,-1,-3,1,3,2,1,28918.5,14490.0,14428.5,2.01
536,20,-10,10,-10,-1,-3,1,3,2,2,27513.5,14490.0,13023.5,1.83
537,20,-10,10,-10,-1,-3,2,2,1,1,30227.5,14490.0,15737.5,1.77
538,20,-10,10,-10,-1,-3,2,2,1,2,28822.5,14490.0,14332.5,1.77
539,20,-10,10,-10,-1,-3,2,2,2,1,28918.5,14490.0,14428.5,1.96
540,20,-10,10,-10,-1,-3,2,2,2,2,27513.5,14490.0,13023.5,1.81
541,20,-10,10,-10,-1,-3,2,3,1,1,30227.5,14490.0,15737.5,1.83
542,20,-10,10,-10,-1,-3,2,3,1,2,28822.5,14490.0,14332.5,1.8
543,20,-10,10,-10,-1,-3,2,3,2,1,28918.5,14490.0,14428.5,1.8
544,20,-10,10,-10,-1,-3,2,3,2,2,27513.5,14490.0,13023.5,1.76
545,20,-10,10,-10,-2,-2,1,2,1,1,30227.5,14490.0,15737.5,2.04
546,20,-10,10,-10,-2,-2,1,2,1,2,28822.5,14490.0,14332.5,1.85
547,20,-10,10,-10,-2,-2,1,2,2,1,28918.5,14490.0,14428.5,1.82
548,20,-10,10,-10,-2,-2,1,2,2,2,27513.5,14490.0,13023.5,1.81
549,20,-10,10,-10,-2,-2,1,3,1,1,30227.5,14490.0,15737.5,2.19
550,20,-10,10,-10,-2,-2,1,3,1,2,28822.5,14490.0,14332.5,1.8
551,20,-10,10,-10,-2,-2,1,3,2,1,28918.5,14490.0,14428.5,1.83
552,20,-10,10,-10,-2,-2,1,3,2,2,27513.5,14490.0,13023.5,1.83
553,20,-10,10,-10,-2,-2,2,2,1,1,30227.5,14490.0,15737.5,1.8
554,20,-10,10,-10,-2,-2,2,2,1,2,28822.5,14490.0,14332.5,1.84
555,20,-10,10,-10,-2,-2,2,2,2,1,28918.5,14490.0,14428.5,1.82
556,20,-10,10,-10,-2,-2,2,2,2,2,27513.5,14490.0,13023.5,1.94
557,20,-10,10,-10,-2,-2,2,3,1,1,30227.5,14490.0,15737.5,1.81
558,20,-10,10,-10,-2,-2,2,3,1,2,28822.5,14490.0,14332.5,1.78
559,20,-10,10,-10,-2,-2,2,3,2,1,28918.5,14490.0,14428.5,1.77
560,20,-10,10,-10,-2,-2,2,3,2,2,27513.5,14490.0,13023.5,1.76
561,20,-10,10,-10,-2,-3,1,2,1,1,30227.5,14490.0,15737.5,1.75
562,20,-10,10,-10,-2,-3,1,2,1,2,28822.5,14490.0,14332.5,1.76
563,20,-10,10,-10,-2,-3,1,2,2,1,28918.5,14490.0,14428.5,1.85
564,20,-10,10,-10,-2,-3,1,2,2,2,27513.5,14490.0,13023.5,1.81
565,20,-10,10,-10,-2,-3,1,3,1,1,30227.5,14490.0,15737.5,1.82
566,20,-10,10,-10,-2,-3,1,3,1,2,28822.5,14490.0,14332.5,1.8
567,20,-10,10,-10,-2,-3,1,3,2,1,28918.5,14490.0,14428.5,1.95
568,20,-10,10,-10,-2,-3,1,3,2,2,27513.5,14490.0,13023.5,1.95
569,20,-10,10,-10,-2,-3,2,2,1,1,30227.5,14490.0,15737.5,1.88
570,20,-10,10,-10,-2,-3,2,2,1,2,28822.5,14490.0,14332.5,1.9
571,20,-10,10,-10,-2,-3,2,2,2,1,28918.5,14490.0,14428.5,1.98
572,20,-10,10,-10,-2,-3,2,2,2,2,27513.5,14490.0,13023.5,2.12
573,20,-10,10,-10,-2,-3,2,3,1,1,30227.5,14490.0,15737.5,1.99
574,20,-10,10,-10,-2,-3,2,3,1,2,28822.5,14490.0,14332.5,1.93
575,20,-10,10,-10,-2,-3,2,3,2,1,28918.5,14490.0,14428.5,1.83
576,20,-10,10,-10,-2,-3,2,3,2,2,27513.5,14490.0,13023.5,2.08
577,20,-10,10,-20,-1,-2,1,2,1,1,30227.5,14490.0,15737.5,1.91
578,20,-10,10,-20,-1,-2,1,2,1,2,28822.5,14490.0,14332.5,1.98
579,20,-10,10,-20,-1,-2,1,2,2,1,28918.5,14490.0,14428.5,1.81
580,20,-10,10,-20,-1,-2,1,2,2,2,27513.5,14490.0,13023.5,2.08
581,20,-10,10,-20,-1,-2,1,3,1,1,30227.5,14490.0,15737.5,1.83
582,20,-10,10,-20,-1,-2,1,3,1,2,28822.5,14490.0,14332.5,2.09
583,20,-10,10,-20,-1,-2,1,3,2,1,28918.5,14490.0,14428.5,1.91
584,20,-10,10,-20,-1,-2,1,3,2,2,27513.5,14490.0,13023.5,1.96
585,20,-10,10,-20,-1,-2,2,2,1,1,30227.5,14490.0,15737.5,1.9
586,20,-10,10,-20,-1,-2,2,2,1,2,28822.5,14490.0,14332.5,1.98
587,20,-10,10,-20,-1,-2,2,2,2,1,28918.5,14490.0,14428.5,1.79
588,20,-10,10,-20,-1,-2,2,2,2,2,27513.5,14490.0,13023.5,1.81
589,20,-10,10,-20,-1,-2,2,3,1,1,30227.5,14490.0,15737.5,1.82
590,20,-10,10,-20,-1,-2,2,3,1,2,28822.5,14490.0,14332.5,1.83
591,20,-10,10,-20,-1,-2,2,3,2,1,28918.5,14490.0,14428.5,1.78
592,20,-10,10,-20,-1,-2,2,3,2,2,27513.5,14490.0,13023.5,1.84
593,20,-10,10,-20,-1,-3,1,2,1,1,30227.5,14490.0,15737.5,1.83
594,20,-10,10,-20,-1,-3,1,2,1,2,28822.5,14490.0,14332.5,2.08
595,20,-10,10,-20,-1,-3,1,2,2,1,28918.5,14490.0,14428.5,1.8
596,20,-10,10,-20,-1,-3,1,2,2,2,27513.5,14490.0,13023.5,1.88
597,20,-10,10,-20,-1,-3,1,3,1,1,30227.5,14490.0,15737.5,1.85
598,20,-10,10,-20,-1,-3,1,3,1,2,28822.5,14490.0,14332.5,1.83
599,20,-10,10,-20,-1,-3,1,3,2,1,28918.5,14490.0,14428.5,1.87
600,20,-10,10,-20,-1,-3,1,3,2,2,27513.5,14490.0,13023.5,1.85
601,20,-10,10,-20,-1,-3,2,2,1,1,30227.5,14490.0,15737.5,1.99
602,20,-10,10,-20,-1,-3,2,2,1,2,28822.5,14490.0,14332.5,1.82
